User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount,sentiment
FMC Corporation,@FMCCorp,2018-12-25T19:34:03.000Z,"FMC Corporation
@FMCCorp
·
Dec 25, 2018Our partners 
@NationalFFA
 are bringing the holiday spirit to their local communities by giving back. Read more at: https://buff.ly/2SRKJkD
2
5",,2.0,5.0,neutral
FMC Corporation,@FMCCorp,2018-12-21T15:09:03.000Z,"FMC Corporation
@FMCCorp
·
Dec 21, 2018Tune in every Wednesday to hear agricultural thought leaders offer insights into today’s food trends and perceptions of farming practices. For more information, go to https://buff.ly/2BqcdGW. #FarmFoodFacts
3",,,3.0,neutral
Stephen Cooke,@KingsOfWalter,2018-12-21T03:29:41.000Z,"Stephen Cooke
@KingsOfWalter
·
Dec 21, 2018Exciting line-up of speakers for 2019 
@citrusaustralia
 #Citrus Tech Forum in Adelaide March 6-7, covering on-farm, post-harvest and future #AgTech possibilities. Visit: https://citrusaustralia.com.au/wp-content/uploads/Citrus-News-Summer-2018-WIP9-Tech-Forum-Program.pdf…
Register now from $300: https://citrusaustralia.com.au/event/2019-citrus-technical-forum…
@Hort_Au
 @FMCCorp
 @nswdpi
2
4",,2.0,4.0,neutral
ResearchPool,@ResearchPool,2018-12-21T01:37:09.000Z,"ResearchPool
@ResearchPool
·
Dec 21, 2018$FMC #FMC Corp. Morningstar | FMC Updated Star Rating from 20 Dec 2018: On Dec. 20, shares of all three lithium stocks we cover traded sharply lower, as junior lithium producer Orocobre announced its outlook for lower prices into 2019. We already… http://dlvr.it/Qv3yd9",,,,negative
ResearchPool,@ResearchPool,2018-12-20T18:25:45.000Z,"ResearchPool
@ResearchPool
·
Dec 20, 2018$FMC #FMC Corp. Lithium Stocks Fall on Price Concerns; We See an Attractive Entry Point as Our Outlook Is Unchanged: On Dec. 20, shares of all three lithium stocks we cover traded sharply lower, as junior lithium producer Orocobre announced its outlook… http://dlvr.it/Qv2mzz",,,,negative
Connectivity Market,@MatildaJohn8,2018-12-20T06:34:27.000Z,"Connectivity Market
@MatildaJohn8
·
Dec 20, 2018Global Chitosan Derivatives Market Outlook 2018-2023: FMC Corp, BIO21, Kitozyme and Kunpoong Bio https://perfectanalyst.com/2018/12/20/global-chitosan-derivatives-market-gir/…",,,,neutral
Enterprise Leader,@EnterpriseLeade,2018-12-19T20:23:48.000Z,"Enterprise Leader
@EnterpriseLeade
·
Dec 19, 2018FMC Corp $FMC Expected to Post Quarterly Sales of $1.17 Billion  http://theenterpriseleader.com/?p=1760006",,,,neutral
FMC Corporation,@FMCCorp,2018-12-19T14:07:00.000Z,"FMC Corporation
@FMCCorp
·
Dec 19, 2018#DidYouKnow?
CropLife Asia
@CropLifeAsia
·
Dec 17, 2018
#DidYouKnow The crop protection industry help minimize #pesticide #residues in crops by training #farmers on responsible use and application of pesticides? Find out more in this infographic and here: https://bit.ly/2lk31w6 #PesticideFacts #agriculture
2
6",,2.0,6.0,neutral
Money Making Articles Hot Stuff,@mmahotstuff1,2018-12-18T20:09:28.000Z,"Money Making Articles Hot Stuff
@mmahotstuff1
·
Dec 18, 2018FMC Corp Stock  as Institutional Investors Exit - https://mmahotstuff.com/2018/12/18/fmc-corp-stock-as-institutional-investors-exit.html…",,,,neutral
WhatsOnThorold,@whatsonthorold2,2018-12-18T20:09:12.000Z,"WhatsOnThorold
@whatsonthorold2
·
Dec 18, 2018FMC Corp $FMC Stock Price Down as Sentiment  Drops - https://whatsonthorold.com/2018/12/18/fmc-corp-nysefmc-stock-price-down-as-sentiment-drops/…",,,,negative
REurope,@reurope_stock,2018-12-18T20:08:25.000Z,"REurope
@reurope_stock
·
Dec 18, 2018FMC Corp $FMC  2018 Q3 Sentiment Report https://reurope.com/2018/12/18/fmc-corp-nysefmc-2018-q3-sentiment-report/…",,,,neutral
WKRB News,@WKRBNews,2018-12-18T19:11:34.000Z,"WKRB News
@WKRBNews
·
Dec 18, 2018Analysts Set FMC Corp $FMC Target Price at $102.27 http://wkrb13.com/?p=779359 #markets",,,,neutral
Precision Weather Solutions Inc.,@pwslive,2018-12-18T15:36:14.000Z,"Precision Weather Solutions Inc.
@pwslive
·
Dec 18, 2018#Soybean Gall Midge reported in parts of the US, 
@FMCCorp
 working on control. via 
@agwired
 https://bit.ly/2Th3dw7 #PrecisionAg
1
1",,1.0,1.0,neutral
Chemical Outlook,@chemoutlook,2018-12-18T14:18:46.000Z,"Chemical Outlook
@chemoutlook
·
Dec 18, 2018FMC Corp (FMC) Shares Sold by CrestPoint Capital Management LLC http://chemicaloutlook.com/fmc-corp-fmc-shares-sold-by-crestpoint-capital-management-llc/…",,,,neutral
FMC Corporation,@FMCCorp,2018-12-18T13:00:31.000Z,"FMC Corporation
@FMCCorp
·
Dec 18, 2018FMC is offering an informative and educational webinar series to provide continued learning opportunities flexible enough to fit into any schedule. Each webinar will feature expert insights on a specific agronomic subject. Register for our free webinars at https://buff.ly/2C9Nxnz
2
1",,2.0,1.0,neutral
FMC Corporation,@FMCCorp,2018-12-17T12:50:02.000Z,"FMC Corporation
@FMCCorp
·
Dec 17, 2018FMC: 15 years of steady growing in the Southern Cone region. Read what marketing manager Sebastián Camba has to say about FMC's performance in the region a year after the DuPont Crop Protection acquisition. 
https://buff.ly/2LdB7hJ
1
6",,1.0,6.0,neutral
Red Dirt Pest Contro,@RedDirtPest,2018-12-16T22:33:27.000Z,"Red Dirt Pest Contro
@RedDirtPest
·
Dec 16, 2018@FMCCorp
 How about publicly explaining these huge price increases on pesticides",,,,neutral
FMC Corporation,@FMCCorp,2018-12-16T15:00:44.000Z,"FMC Corporation
@FMCCorp
·
Dec 16, 2018To reach the goal of #ZeroHunger, every action counts!
Food and Agriculture Organization
@FAO
·
Dec 13, 2018
Carrots are carrots. Don't judge. 

Pick 'ugly' fruit and vegetables to reduce your #foodwaste. 

Every action counts for a #ZeroHunger world.
3
4",,3.0,4.0,neutral
Storm Investor,@storminvestor,2018-12-16T09:30:11.000Z,"Storm Investor
@storminvestor
·
Dec 16, 2018FMC Corp $FMC Given Average Recommendation of “Buy” by Analysts  http://thestockobserver.com/?p=1809096 #markets",,,,neutral
Cow Whisperer,@JR_Meier,2018-12-15T18:57:02.000Z,"Cow Whisperer
@JR_Meier
·
Dec 15, 2018Replying to 
@amygoshea
 @FMCAgUS
 and 
@FMCCorp
Awesome couple. Love them dearly. Congratulations!
2",,,2.0,neutral
Storm Investor,@storminvestor,2018-12-15T17:45:42.000Z,"Storm Investor
@storminvestor
·
Dec 15, 2018FMC Corp $FMC Expected to Post Quarterly Sales of $1.17 Billion  http://thestockobserver.com/?p=1808158 #markets",,,,neutral
FMC Corporation,@FMCCorp,2018-12-15T14:00:21.000Z,"FMC Corporation
@FMCCorp
·
Dec 15, 2018Stay safe during the #holidayseason !
PAF Safety Days
@PAFSafetyDays
·
Dec 11, 2018
SAFETY TIP TUESDAY: Check out these great safety tips for the holiday season from our friends at the @NSCsafety to safely enjoy food to festivities. #SafetyTips #Safety #Health #HolidaySafety #12DaysOfSafety #KeepSafe
1
3",,1.0,3.0,neutral
Henry M Chaney,@henryhankchaney,2018-12-14T23:41:05.000Z,"Henry M Chaney
@henryhankchaney
·
Dec 15, 2018Replying to 
@amygoshea
 @FMCAgUS
 and 
@FMCCorp
Congrats Ken
2",,,2.0,neutral
FMC Corporation,@FMCCorp,2018-12-14T17:00:36.000Z,"FMC Corporation
@FMCCorp
·
Dec 14, 2018Want to work for FMC? We're looking for a Global Specialty Solutions Product Registration Manager at ...
social.icims.com
in",,,,neutral
PMP Magazine,@PMP_magazine,2018-12-14T15:32:11.000Z,"PMP Magazine
@PMP_magazine
·
Dec 14, 2018Product of the Day: 
@FMCCorp
 Scion UVX and PestVets #sponsored https://mypmp.net/2018/12/14/fmc-scion-uvx-and-pestvets/…",,,,neutral
FMC Corporation,@FMCCorp,2018-12-14T15:00:07.000Z,"FMC Corporation
@FMCCorp
·
Dec 14, 2018FMC employees donate food to the Middleport Area Community Food Pantry. Special thanks to local plant manager Roberta Kloda for making this happen.
https://buff.ly/2Gc1EwU
6",,,6.0,neutral
BLSAConference,@BLSAConference,2018-12-14T11:00:06.000Z,"BLSAConference
@BLSAConference
·
Dec 14, 2018Thank you to our #BLSAC19 sponsors 
@planttape
 @SyngentaUK
 @RijkZwaan
 @FMCCorp
 @Hazera
 @Elsomsseeds
 #LeafySalads #Brassicas #Conference #Horticulture #FreshProduce
2",,,2.0,neutral
The Lincolnian,@ThisLincolnian,2018-12-14T08:49:40.000Z,"The Lincolnian
@ThisLincolnian
·
Dec 14, 2018FMC Corp $FMC Receives $102.27 Consensus Price Target from Brokerages http://thelincolnianonline.com/?p=2562371",,,,positive
The Lincolnian,@ThisLincolnian,2018-12-14T07:57:22.000Z,"The Lincolnian
@ThisLincolnian
·
Dec 14, 2018SunTrust Banks Weighs in on FMC Corp’s FY2021 Earnings $FMC http://thelincolnianonline.com/?p=2562286",,,,neutral
Robert Martin,@generalcriticsm,2018-12-14T05:23:43.000Z,"Robert Martin
@generalcriticsm
·
Dec 14, 2018Global Chitosan Derivatives Market 2018- Kunpoong Bio, BIO21, Kitozyme and FMC Corp https://generalcriticism.com/2018/12/14/global-chitosan-derivatives-market-gir/…",,,,neutral
Efarm News Ar,@EfarmN,2018-12-12T19:55:52.000Z,"Efarm News Ar
@EfarmN
·
Dec 12, 2018#Ag #Business #EmergingMarkets The succesful story of 
@FMCCorp
 which has a full line of #crop #protection #products. Farmers in #LatinAmerica demand their best know #herbicides and #pesticides http://bit.ly/FMCXBusinessLatam… 
@CropLifeIntl
 @CropLifeAmerica
 @rajukap
 @EmmanuelL_FMC
2
2",,2.0,2.0,neutral
FMC Corporation,@FMCCorp,2018-12-12T17:12:03.000Z,"FMC Corporation
@FMCCorp
·
Dec 12, 2018How can citizen science play a role in addressing agricultural challenges?
https://buff.ly/2Eogxu9
1
4",,1.0,4.0,neutral
Diego Mañas,@rusomanas,2018-12-12T14:15:39.000Z,"Diego Mañas
@rusomanas
·
Dec 12, 2018Denuncian falsificación de un popular insecticida  https://news.agrofy.com.ar/noticia/178591/denuncian-falsificacion-popular-insecticida… 
@FMCCorp",,,,neutral
MarketBeat,@MarketBeatCom,2018-12-12T14:00:37.000Z,"MarketBeat
@MarketBeatCom
·
Dec 12, 2018Analysts Offer Predictions for FMC Corp’s FY2021 Earnings $FMC http://zpr.io/6vfeH",,,,neutral
Community Financial,@CFinancialNews,2018-12-12T14:00:15.000Z,"Community Financial
@CFinancialNews
·
Dec 12, 2018Analysts Offer Predictions for FMC Corp’s FY2021 Earnings $FMC http://americanbankingnews.com/?p=8939998 #markets",,,,neutral
US Banking News,@AmericanBanking,2018-12-12T14:00:14.000Z,"US Banking News
@AmericanBanking
·
Dec 12, 2018Analysts Offer Predictions for FMC Corp’s FY2021 Earnings $FMC http://americanbankingnews.com/?p=8939998 #stocks",,,,neutral
Global BioAg Linkages,@GBAL_BioAg,2018-12-12T13:59:00.000Z,"Global BioAg Linkages
@GBAL_BioAg
·
Dec 12, 2018@agbiostimulants
  @Bayer4Crops
 @FMCCorp
  @AgriNeo
 @MonsantoBioAg  
@biostimulantsEU
 @DESANGOSSE
 @Koppert
  @Agrow_News
  @AgroPages_Info
 @ValagroGroup
 @TradecorpSpain - we hope to meet at http://bioagworld.com #bioagworld
bioagworld.com
Home | BioAg World",,,,neutral
Community Financial,@CFinancialNews,2018-12-12T07:38:54.000Z,"Community Financial
@CFinancialNews
·
Dec 12, 2018Analysts Anticipate FMC Corp $FMC Will Post Quarterly Sales of $1.17 Billion http://americanbankingnews.com/?p=8936809 #markets",,,,neutral
US Banking News,@AmericanBanking,2018-12-12T07:38:53.000Z,"US Banking News
@AmericanBanking
·
Dec 12, 2018Analysts Anticipate FMC Corp $FMC Will Post Quarterly Sales of $1.17 Billion http://americanbankingnews.com/?p=8936809 #stocks",,,,neutral
Ticker Report,@TickerReport,2018-12-12T06:58:23.000Z,"Ticker Report
@TickerReport
·
Dec 12, 2018SunTrust Banks Comments on FMC Corp’s FY2019 Earnings $FMC http://tickerreport.com/?p=4008739",,,,neutral
MidEast Times,@midetimes,2018-12-12T06:57:32.000Z,"MidEast Times
@midetimes
·
Dec 12, 2018SunTrust Banks Comments on FMC Corp’s FY2019 Earnings $FMC http://dailypolitical.com/?p=2577098 #stocks",,,,neutral
Daily Political,@dailypoliticaln,2018-12-12T06:57:29.000Z,"Daily Political
@dailypoliticaln
·
Dec 12, 2018SunTrust Banks Comments on FMC Corp’s FY2019 Earnings $FMC http://dailypolitical.com/?p=2577098",,,,neutral
Dakota Financial,@dakotafinancial,2018-12-11T22:44:06.000Z,"Dakota Financial
@dakotafinancial
·
Dec 11, 2018FMC Corp $FMC Receives Consensus Recommendation of “Buy” from Brokerages http://dakotafinancialnews.com/?p=695735",,,,positive
Community Financial,@CFinancialNews,2018-12-11T22:44:04.000Z,"Community Financial
@CFinancialNews
·
Dec 11, 2018FMC Corp $FMC Receives Consensus Recommendation of “Buy” from Brokerages http://americanbankingnews.com/?p=8935095 #markets",,,,neutral
US Banking News,@AmericanBanking,2018-12-11T22:44:03.000Z,"US Banking News
@AmericanBanking
·
Dec 11, 2018FMC Corp $FMC Receives Consensus Recommendation of “Buy” from Brokerages http://americanbankingnews.com/?p=8935095 #stocks",,,,neutral
Javier Preciado Patiño,@jpreciadopatino,2018-12-11T17:46:06.000Z,"Javier Preciado Patiño
@jpreciadopatino
·
Dec 11, 2018This story could be of your interest 
@FMCCorp
 @CropLife_La
 @CropLifeIntl
 @CropLifeAmerica
 @topproducermag
 @AgriGoI
 @FMCAgro
 @BethwynTodd
 @KeyowskiL
 @Agrow_News
 @AgWired
 @SonjaBegemann @steventm98
Efarm News Ar
@EfarmN
·
Dec 11, 2018
Take a look at the FMC's performance in the Southern Cone of Latam
http://efarmnewsar.com/2018-12-11/fmc-15-years-of-steadily-growth-in-the-southern-cone-region.html…
1",,,1.0,neutral
Money Making Articles Hot Stuff,@mmahotstuff1,2018-12-11T17:32:51.000Z,"Money Making Articles Hot Stuff
@mmahotstuff1
·
Dec 11, 2018FMC Corp $FMC  Q3 2018 Sentiment Report - https://mmahotstuff.com/2018/12/11/fmc-corp-nysefmc-q3-2018-sentiment-report.html…",,,,neutral
WhatsOnThorold,@whatsonthorold2,2018-12-11T17:32:39.000Z,"WhatsOnThorold
@whatsonthorold2
·
Dec 11, 2018FMC Corp $FMC Shifting Institutional Investors Sentiment - https://whatsonthorold.com/2018/12/11/fmc-corp-nysefmc-shifting-institutional-investors-sentiment/…",,,,neutral
The Casual Smart,@The_CasualSmart,2018-12-11T17:32:25.000Z,"The Casual Smart
@The_CasualSmart
·
Dec 11, 2018FMC Corp $FMC: Institutional Investors Are Worried https://cardinalweekly.com/fmc-corp-nysefmc-institutional-investors-are-worried/…",,,,negative
Community Financial,@CFinancialNews,2018-12-11T12:04:04.000Z,"Community Financial
@CFinancialNews
·
Dec 11, 2018Analysts Issue Forecasts for FMC Corp’s FY2019 Earnings $FMC http://americanbankingnews.com/?p=8926022 #markets",,,,neutral
US Banking News,@AmericanBanking,2018-12-11T12:04:03.000Z,"US Banking News
@AmericanBanking
·
Dec 11, 2018Analysts Issue Forecasts for FMC Corp’s FY2019 Earnings $FMC http://americanbankingnews.com/?p=8926022 #stocks",,,,neutral
Enterprise Leader,@EnterpriseLeade,2018-12-11T06:10:34.000Z,"Enterprise Leader
@EnterpriseLeade
·
Dec 11, 2018FMC Corp to Post FY2018 Earnings of $5.98 Per Share, Gabelli Forecasts $FMC  http://theenterpriseleader.com/?p=1738178",,,,neutral
FMC Corporation,@FMCCorp,2018-12-10T17:00:10.000Z,"FMC Corporation
@FMCCorp
·
Dec 10, 2018Who is ready to #BreakBarriers with us at the 2019 Top Producer Summit? We hope that you will join us this January #TPSummit19
Top Producer Editor
@topproducermag
·
Dec 3, 2018
Excited to have @FMCCorp sponsoring 2019 Top Producer Summit, Jan 15-17! Register now: http://ow.ly/3WGF30mGsPI #TPSummit19
4
6",,4.0,6.0,neutral
Community Financial,@CFinancialNews,2018-12-10T08:19:47.000Z,"Community Financial
@CFinancialNews
·
Dec 10, 2018$1.39 Earnings Per Share Expected for FMC Corp $FMC This Quarter http://americanbankingnews.com/?p=8911253 #markets",,,,neutral
US Banking News,@AmericanBanking,2018-12-10T08:19:46.000Z,"US Banking News
@AmericanBanking
·
Dec 10, 2018$1.39 Earnings Per Share Expected for FMC Corp $FMC This Quarter http://americanbankingnews.com/?p=8911253 #stocks",,,,neutral
FMC Corporation,@FMCCorp,2018-12-10T08:00:12.000Z,"FMC Corporation
@FMCCorp
·
Dec 10, 2018Today is a milestone for the Declaration of Human Rights, which was signed 70 years ago. At FMC, we take human rights seriously. Read more about our rigorous supply chain management: https://buff.ly/2EiCLhd
#StandUp4HumanRights #HumanRights
2
4",,2.0,4.0,neutral
The Chief Observer,@RobinDr42814591,2018-12-10T07:14:31.000Z,"The Chief Observer
@RobinDr42814591
·
Dec 10, 2018Global Chitosan Derivatives Market Outlook (2018-23): FMC Corp, BIO21, Kunpoong Bio and Kitozyme https://chiefobserver.com/2018/12/global-chitosan-derivatives-market-gir/…",,,,neutral
Community Financial,@CFinancialNews,2018-12-10T06:10:36.000Z,"Community Financial
@CFinancialNews
·
Dec 10, 2018FY2018 EPS Estimates for FMC Corp $FMC Lifted by Analyst http://americanbankingnews.com/?p=8910678 #markets",,,,neutral
US Banking News,@AmericanBanking,2018-12-10T06:10:35.000Z,"US Banking News
@AmericanBanking
·
Dec 10, 2018FY2018 EPS Estimates for FMC Corp $FMC Lifted by Analyst http://americanbankingnews.com/?p=8910678 #stocks",,,,neutral
Money Making Articles Hot Stuff,@mmahotstuff1,2018-12-08T16:02:19.000Z,"Money Making Articles Hot Stuff
@mmahotstuff1
·
Dec 8, 2018As Fmc Corp $FMC Share Price Declined, Shareholder King Luther Capital Management Corp Increased Stake - https://mmahotstuff.com/2018/12/08/as-fmc-corp-fmc-share-price-declined-shareholder-king-luther-capital-management-corp-increased-stake.html…",,,,negative
FMC Corporation,@FMCCorp,2018-12-08T01:17:03.000Z,"FMC Corporation
@FMCCorp
·
Dec 8, 2018FMC Corporation joins 89 other Top Employers in China who are dedicated to HR excellence. Read the full list here: https://buff.ly/2L2gDYS
#TopEmployers #TECD19
3",,,3.0,neutral
UM Ag&Food Sciences,@UM_agfoodsci,2018-12-07T14:51:25.000Z,"UM Ag&Food Sciences
@UM_agfoodsci
·
Dec 7, 2018FMC Corporation 
@FMCCorp
 is looking for a Field Sales Summer Intern - Western Canada https://social.icims.com/viewjob/pt1544194132802ea17b…
1",,,1.0,neutral
FMC Corporation,@FMCCorp,2018-12-07T13:30:38.000Z,"FMC Corporation
@FMCCorp
·
Dec 7, 2018It's always a pleasure to host 
@IndianaFFA
!
Indiana FFA
@IndianaFFA
·
Dec 3, 2018
We had an incredible day today! Thank you to @Co_Alliance_LLP at the Indian Trails location and @FMCCorp. We appreciate all your support! We then stopped at the National FFA Center for a tour! #PartnerVisits2018
10",,,10.0,neutral
Catamarca Minera,@catamarcaminera,2018-12-07T11:58:11.000Z,"Catamarca Minera
@catamarcaminera
·
Dec 7, 2018Por decisión de la gobernadora 
@LuciaCorpacci
, el Gobierno de Catamarca 
@CatamarcaGob
 y 
@FMCCorp
 -Minera del Altiplano (hoy Livent) crearon un ﬁdeicomiso destinado a obras de infraestructura para Antofagasta de la Sierra.
@catamarcaminera
 @MediosCatamarca
1
2",,1.0,2.0,neutral
The Lincolnian,@ThisLincolnian,2018-12-07T07:51:30.000Z,"The Lincolnian
@ThisLincolnian
·
Dec 7, 2018Jefferies Financial Group Weighs in on FMC Corp’s FY2021 Earnings $FMC http://thelincolnianonline.com/?p=2544851",,,,neutral
WKRB News,@WKRBNews,2018-12-07T07:49:31.000Z,"WKRB News
@WKRBNews
·
Dec 7, 2018FY2020 EPS Estimates for FMC Corp Lowered by Jefferies Financial Group $FMC http://wkrb13.com/?p=750629 #markets",,,,neutral
Amy O'Shea,@amygoshea,2018-12-06T11:51:35.000Z,"Amy O'Shea
@amygoshea
·
Dec 6, 2018Congratulations to FMC China for being named Top Employer of China. 
@FMCAgUS
 @FMCCorp
 @FMCAgCanada
Bethwyn Todd
@BethwynTodd
·
Dec 6, 2018
Congrats to @FMCCorp China for recognition as a 2019 Top Employer of China! Well deserved acknowledgment of FMC's strong country and HR leadership!
5
16",,5.0,16.0,positive
Raju Kapoor,@rajukap,2018-12-06T09:20:45.000Z,"Raju Kapoor
@rajukap
·
Dec 6, 2018Congratulations Team 
@FMCCorp
 China. Great recognition. Contrasts 
@BethwynTodd
 for your visionary leadership.
Bethwyn Todd
@BethwynTodd
·
Dec 6, 2018
Congrats to @FMCCorp China for recognition as a 2019 Top Employer of China! Well deserved acknowledgment of FMC's strong country and HR leadership!
2
8",,2.0,8.0,positive
Bethwyn Todd,@BethwynTodd,2018-12-06T09:18:31.000Z,"Bethwyn Todd
@BethwynTodd
·
Dec 6, 2018Congrats to 
@FMCCorp
 China for recognition as a 2019 Top Employer of China! Well deserved acknowledgment of FMC's strong country and HR leadership!
5
21",,5.0,21.0,positive
